date,team_a,team_b,goals_a,goals_b,form_a,form_b,avg_goals_scored_a,avg_goals_conceded_a,avg_goals_scored_b,avg_goals_conceded_b,gd_form_a,gd_form_b,h2h_winner_a
2024-09-09,HC Sparta Praha,BK Mladá Boleslav,2,1,0.6,0.5,3.6,2.0,2.8,2.5,1.6,0.3,0.8571428571428571
2024-09-09,Mountfield HK,HC Vítkovice Ridera,1,6,0.6,0.5,2.9,2.2,3.1,3.3,0.7,-0.2,0.625
2024-09-09,Rytíři Kladno,HC Škoda Plzeň,3,2,0.5,0.8,2.4,2.3,2.8,1.5,0.1,1.3,0.6666666666666666
2024-09-09,Rytíři Kladno,HC Motor České Budějovice,1,1,0.5,0.3,2.4,2.3,2.3,3.4,0.1,-1.1,0.25
2024-09-09,HC Olomouc,HC Škoda Plzeň,2,0,0.35,0.8,2.3,3.0,2.8,1.5,-0.7,1.3,0.75
2024-09-10,Rytíři Kladno,HC Dynamo Pardubice,1,4,0.65,0.65,2.6,2.0,3.5,3.2,0.6,0.3,0.16666666666666666
2024-09-10,HC Sparta Praha,HC Energie Karlovy Vary,4,5,0.6,0.2,3.2,2.0,2.0,3.9,1.2,-1.9,0.5833333333333334
2024-09-10,HC Litvínov,Bílí Tygři Liberec,3,1,0.25,0.6,1.6,3.6,3.6,3.0,-2.0,0.6,0.2857142857142857
2024-09-10,HC Vítkovice Ridera,Bílí Tygři Liberec,1,3,0.5,0.6,3.2,3.3,3.6,3.0,-0.1,0.6,0.625
2024-09-10,Bílí Tygři Liberec,Rytíři Kladno,3,2,0.6,0.65,3.6,3.0,2.6,2.0,0.6,0.6,0.5714285714285714
2024-09-11,HC Motor České Budějovice,BK Mladá Boleslav,1,2,0.25,0.5,1.9,3.3,2.7,2.2,-1.4,0.5,0.5909090909090909
2024-09-11,HC Energie Karlovy Vary,HC Dynamo Pardubice,6,2,0.2,0.75,1.8,3.7,3.6,2.7,-1.9,0.9,0.875
2024-09-11,Mountfield HK,HC Dynamo Pardubice,3,5,0.6,0.75,2.8,2.3,3.6,2.7,0.5,0.9,0.42857142857142855
2024-09-11,Rytíři Kladno,HC Dynamo Pardubice,1,1,0.55,0.75,2.3,2.1,3.6,2.7,0.2,0.9,0.14285714285714285
2024-09-11,BK Mladá Boleslav,HC Sparta Praha,0,3,0.5,0.5,2.7,2.2,3.1,2.2,0.5,0.9,0.125
2024-09-12,HC Energie Karlovy Vary,HC Škoda Plzeň,5,4,0.25,0.65,2.0,3.5,2.6,1.7,-1.5,0.9,0.375
2024-09-12,Rytíři Kladno,HC Oceláři Třinec,5,0,0.6,0.7,2.1,1.8,3.7,2.4,0.3,1.3,0.18181818181818182
2024-09-12,HC Litvínov,HC Vítkovice Ridera,2,4,0.25,0.45,1.6,3.5,3.0,3.3,-1.9,-0.3,0.25
2024-09-12,HC Oceláři Třinec,HC Litvínov,7,2,0.7,0.25,3.7,2.4,1.6,3.5,1.3,-1.9,0.5
2024-09-12,BK Mladá Boleslav,HC Kometa Brno,2,3,0.6,0.5,2.6,2.0,2.8,2.9,0.6,-0.1,0.42857142857142855
2024-09-13,HC Oceláři Třinec,Rytíři Kladno,4,1,0.7,0.6,3.5,2.2,2.1,1.4,1.3,0.7,0.75
2024-09-13,HC Škoda Plzeň,HC Olomouc,5,2,0.55,0.35,2.7,2.1,2.0,2.8,0.6,-0.8,0.2
2024-09-13,HC Olomouc,Rytíři Kladno,3,1,0.35,0.6,2.0,2.8,2.1,1.4,-0.8,0.7,0.6666666666666666
2024-09-13,BK Mladá Boleslav,Mountfield HK,3,5,0.5,0.6,2.4,2.3,2.9,2.5,0.1,0.4,0.1
2024-09-13,HC Motor České Budějovice,Rytíři Kladno,5,2,0.25,0.6,1.8,2.9,2.1,1.4,-1.1,0.7,0.7222222222222222
2024-09-14,HC Sparta Praha,HC Kometa Brno,3,3,0.5,0.6,2.8,2.0,3.0,2.6,0.8,0.4,0.4166666666666667
2024-09-14,Bílí Tygři Liberec,HC Kometa Brno,5,2,0.65,0.6,3.1,2.4,3.0,2.6,0.7,0.4,0.6666666666666666
2024-09-14,HC Škoda Plzeň,HC Dynamo Pardubice,2,5,0.55,0.6,2.8,2.1,2.9,2.6,0.7,0.3,0.0
2024-09-14,Rytíři Kladno,HC Sparta Praha,1,5,0.3,0.5,1.9,2.6,2.8,2.0,-0.7,0.8,0.5
2024-09-14,HC Vítkovice Ridera,Mountfield HK,2,3,0.45,0.6,3.0,3.2,3.1,2.8,-0.2,0.3,0.4444444444444444
2024-09-15,Bílí Tygři Liberec,HC Litvínov,1,2,0.75,0.25,3.5,2.3,1.5,3.7,1.2,-2.2,0.625
2024-09-15,Bílí Tygři Liberec,HC Kometa Brno,3,3,0.75,0.55,3.5,2.3,2.6,3.0,1.2,-0.4,0.7142857142857143
2024-09-15,Bílí Tygři Liberec,HC Motor České Budějovice,2,2,0.75,0.35,3.5,2.3,2.2,2.8,1.2,-0.6,1.0
2024-09-15,Bílí Tygři Liberec,HC Dynamo Pardubice,3,3,0.75,0.7,3.5,2.3,3.2,2.5,1.2,0.7,0.5555555555555556
2024-09-15,HC Oceláři Třinec,BK Mladá Boleslav,6,3,0.7,0.5,3.5,2.0,2.3,2.3,1.5,0.0,0.8181818181818182
2024-09-16,HC Dynamo Pardubice,Mountfield HK,6,2,0.65,0.6,3.1,2.7,3.2,3.0,0.4,0.2,0.625
2024-09-16,BK Mladá Boleslav,HC Dynamo Pardubice,2,4,0.5,0.65,2.4,2.6,3.1,2.7,-0.2,0.4,0.16666666666666666
2024-09-16,HC Vítkovice Ridera,HC Dynamo Pardubice,6,5,0.45,0.65,3.2,3.1,3.1,2.7,0.1,0.4,0.5
2024-09-16,HC Kometa Brno,HC Oceláři Třinec,3,6,0.5,0.7,2.5,3.1,3.5,2.1,-0.6,1.4,0.16666666666666666
2024-09-16,HC Dynamo Pardubice,BK Mladá Boleslav,5,3,0.65,0.5,3.1,2.7,2.4,2.6,0.4,-0.2,0.8333333333333334
2024-09-17,HC Oceláři Třinec,HC Sparta Praha,3,0,0.7,0.45,3.7,2.2,2.7,2.2,1.5,0.5,0.2857142857142857
2024-09-17,HC Motor České Budějovice,HC Škoda Plzeň,2,4,0.4,0.5,2.2,2.7,2.7,2.3,-0.5,0.4,0.3125
2024-09-17,HC Dynamo Pardubice,HC Sparta Praha,3,4,0.7,0.45,4.0,2.9,2.7,2.2,1.1,0.5,0.7
2024-09-17,HC Litvínov,HC Škoda Plzeň,1,6,0.35,0.5,1.7,3.2,2.7,2.3,-1.5,0.4,0.4
2024-09-17,Bílí Tygři Liberec,HC Sparta Praha,1,7,0.65,0.45,3.0,2.3,2.7,2.2,0.7,0.5,0.4
2024-09-18,HC Dynamo Pardubice,HC Vítkovice Ridera,3,2,0.6,0.45,3.9,3.2,3.5,3.4,0.7,0.1,0.4166666666666667
2024-09-18,Rytíři Kladno,HC Olomouc,2,1,0.3,0.35,1.8,2.8,1.9,2.5,-1.0,-0.6,0.25
2024-09-18,HC Litvínov,HC Motor České Budějovice,5,1,0.35,0.4,1.8,3.6,2.3,2.7,-1.8,-0.4,0.5833333333333334
2024-09-18,HC Energie Karlovy Vary,HC Škoda Plzeň,2,4,0.35,0.6,2.5,3.6,3.1,2.3,-1.1,0.8,0.5
2024-09-18,HC Sparta Praha,Mountfield HK,2,1,0.55,0.5,3.0,2.2,3.1,3.6,0.8,-0.5,0.625
2024-09-19,Bílí Tygři Liberec,HC Vítkovice Ridera,6,4,0.55,0.45,2.7,2.7,3.3,2.9,0.0,0.4,0.5
2024-09-19,Bílí Tygři Liberec,HC Škoda Plzeň,2,0,0.55,0.6,2.7,2.7,3.3,2.4,0.0,0.9,0.4
2024-09-19,HC Kometa Brno,HC Motor České Budějovice,4,3,0.5,0.4,2.7,3.4,2.4,2.9,-0.7,-0.5,0.5714285714285714
2024-09-19,HC Vítkovice Ridera,HC Dynamo Pardubice,4,3,0.45,0.7,3.3,2.9,4.0,2.8,0.4,1.2,0.5
2024-09-19,Mountfield HK,HC Litvínov,4,2,0.5,0.4,3.1,3.5,2.0,3.4,-0.4,-1.4,0.6666666666666666
2024-09-20,HC Energie Karlovy Vary,HC Dynamo Pardubice,2,3,0.35,0.6,2.6,3.5,3.8,2.9,-0.9,0.9,0.9
2024-09-20,Rytíři Kladno,HC Škoda Plzeň,3,2,0.3,0.5,1.7,2.7,3.0,2.6,-1.0,0.4,0.7142857142857143
2024-09-20,HC Kometa Brno,Mountfield HK,1,3,0.5,0.5,2.6,3.3,2.7,3.3,-0.7,-0.6,0.75
2024-09-20,Mountfield HK,HC Dynamo Pardubice,3,8,0.5,0.6,2.7,3.3,3.8,2.9,-0.6,0.9,0.3333333333333333
2024-09-20,Bílí Tygři Liberec,Rytíři Kladno,5,1,0.65,0.3,2.9,2.6,1.7,2.7,0.3,-1.0,0.625
2024-09-21,HC Oceláři Třinec,HC Olomouc,5,3,0.8,0.35,3.9,2.0,1.8,2.4,1.9,-0.6,0.4166666666666667
2024-09-21,HC Škoda Plzeň,HC Energie Karlovy Vary,2,3,0.4,0.3,2.9,2.7,2.6,3.6,0.2,-1.0,0.5833333333333334
2024-09-21,HC Motor České Budějovice,HC Kometa Brno,2,2,0.3,0.5,2.4,3.1,2.6,3.3,-0.7,-0.7,0.375
2024-09-21,Bílí Tygři Liberec,Rytíři Kladno,1,0,0.65,0.35,3.1,2.6,1.9,2.9,0.5,-1.0,0.6666666666666666
2024-09-21,HC Kometa Brno,HC Sparta Praha,1,4,0.5,0.65,2.6,3.3,3.1,2.1,-0.7,1.0,0.5714285714285714
2024-09-22,HC Motor České Budějovice,Rytíři Kladno,6,0,0.35,0.35,2.4,2.9,1.7,2.7,-0.5,-1.0,0.75
2024-09-22,HC Vítkovice Ridera,Rytíři Kladno,4,1,0.5,0.35,3.5,3.0,1.7,2.7,0.5,-1.0,0.6666666666666666
2024-09-22,BK Mladá Boleslav,HC Olomouc,3,1,0.3,0.3,2.2,3.1,1.9,2.7,-0.9,-0.8,0.6111111111111112
2024-09-22,Bílí Tygři Liberec,HC Oceláři Třinec,1,2,0.65,0.9,2.9,2.4,4.4,2.0,0.5,2.4,0.3888888888888889
2024-09-22,HC Oceláři Třinec,Mountfield HK,3,3,0.9,0.4,4.4,2.0,2.7,3.8,2.4,-1.1,0.25
2024-09-23,HC Energie Karlovy Vary,HC Vítkovice Ridera,3,5,0.4,0.6,2.7,3.4,3.7,2.8,-0.7,0.9,0.0
2024-09-23,HC Škoda Plzeň,HC Sparta Praha,3,0,0.4,0.75,2.9,2.7,3.4,1.9,0.2,1.5,0.6666666666666666
2024-09-23,Mountfield HK,HC Litvínov,3,1,0.45,0.4,2.8,3.8,2.1,3.2,-1.0,-1.1,0.75
2024-09-23,Bílí Tygři Liberec,BK Mladá Boleslav,3,1,0.55,0.3,2.5,2.4,2.2,3.1,0.1,-0.9,0.375
2024-09-23,HC Motor České Budějovice,HC Dynamo Pardubice,1,1,0.35,0.65,2.7,2.7,4.3,3.1,0.0,1.2,0.0
2024-09-24,HC Energie Karlovy Vary,Mountfield HK,2,4,0.4,0.55,2.9,3.4,3.0,3.3,-0.5,-0.3,0.3333333333333333
2024-09-24,HC Sparta Praha,HC Motor České Budějovice,3,3,0.65,0.4,3.2,2.1,2.4,2.3,1.1,0.1,0.625
2024-09-24,HC Sparta Praha,HC Olomouc,4,2,0.65,0.3,3.2,2.1,2.0,2.6,1.1,-0.6,0.9166666666666666
2024-09-24,BK Mladá Boleslav,HC Motor České Budějovice,5,2,0.2,0.4,2.0,3.3,2.4,2.3,-1.3,0.1,0.4583333333333333
2024-09-24,HC Oceláři Třinec,HC Olomouc,4,1,0.85,0.3,4.2,2.3,2.0,2.6,1.9,-0.6,0.5
2024-09-25,BK Mladá Boleslav,HC Litvínov,3,1,0.3,0.3,2.4,3.3,2.0,3.4,-0.9,-1.4,0.5
2024-09-25,HC Motor České Budějovice,HC Olomouc,3,2,0.4,0.2,2.7,2.8,1.7,2.8,-0.1,-1.1,0.3888888888888889
2024-09-25,Mountfield HK,HC Litvínov,6,1,0.65,0.3,3.1,3.0,2.0,3.4,0.1,-1.4,0.8
2024-09-25,Mountfield HK,HC Motor České Budějovice,5,4,0.65,0.4,3.1,3.0,2.7,2.8,0.1,-0.1,0.4166666666666667
2024-09-25,HC Motor České Budějovice,HC Energie Karlovy Vary,1,2,0.4,0.4,2.7,2.8,2.9,3.5,-0.1,-0.6,0.625
2024-10-01,HC Oceláři Třinec,Rytíři Kladno,2,0,0.85,0.2,4.0,2.2,1.2,3.6,1.8,-2.4,0.7692307692307693
2024-10-01,HC Motor České Budějovice,HC Energie Karlovy Vary,1,2,0.35,0.5,2.6,2.9,3.1,3.2,-0.3,-0.1,0.5
2024-10-01,BK Mladá Boleslav,Rytíři Kladno,2,0,0.3,0.2,2.5,3.3,1.2,3.6,-0.8,-2.4,0.75
2024-10-01,HC Olomouc,HC Energie Karlovy Vary,3,4,0.2,0.5,1.8,2.9,3.1,3.2,-1.1,-0.1,0.375
2024-10-01,HC Energie Karlovy Vary,Bílí Tygři Liberec,1,4,0.5,0.65,3.1,3.2,2.7,2.3,-0.1,0.4,0.14285714285714285
2024-10-02,HC Kometa Brno,HC Motor České Budějovice,6,3,0.35,0.35,2.4,3.7,2.6,2.6,-1.3,0.0,0.6111111111111112
2024-10-02,Bílí Tygři Liberec,HC Oceláři Třinec,4,5,0.7,0.95,2.8,2.1,4.2,1.7,0.7,2.5,0.35
2024-10-02,HC Oceláři Třinec,HC Litvínov,3,3,0.95,0.3,4.2,1.7,2.0,3.6,2.5,-1.6,0.5833333333333334
2024-10-02,HC Vítkovice Ridera,HC Kometa Brno,3,3,0.6,0.35,3.8,3.0,2.4,3.7,0.8,-1.3,0.5714285714285714
2024-10-02,HC Sparta Praha,HC Škoda Plzeň,1,4,0.7,0.5,3.2,2.1,3.2,2.5,1.1,0.7,0.25
2024-10-03,HC Kometa Brno,HC Olomouc,1,3,0.4,0.2,2.8,3.5,2.0,3.1,-0.7,-1.1,0.7
2024-10-03,Bílí Tygři Liberec,BK Mladá Boleslav,4,1,0.65,0.4,3.0,2.4,2.7,3.0,0.6,-0.3,0.5
2024-10-03,HC Škoda Plzeň,HC Sparta Praha,2,2,0.6,0.65,3.2,2.1,3.0,2.2,1.1,0.8,0.8
2024-10-03,HC Motor České Budějovice,HC Dynamo Pardubice,2,2,0.35,0.65,2.6,2.8,4.1,2.9,-0.2,1.2,0.1
2024-10-03,HC Motor České Budějovice,HC Litvínov,3,2,0.35,0.25,2.6,2.8,2.0,3.8,-0.2,-1.8,0.35714285714285715
2024-10-04,HC Sparta Praha,BK Mladá Boleslav,4,2,0.6,0.4,2.7,2.3,2.6,3.1,0.4,-0.5,0.8888888888888888
2024-10-04,HC Motor České Budějovice,Rytíři Kladno,2,2,0.35,0.2,2.3,3.0,1.0,3.3,-0.7,-2.3,0.7727272727272727
2024-10-04,HC Sparta Praha,HC Vítkovice Ridera,4,5,0.6,0.55,2.7,2.3,3.5,3.2,0.4,0.3,0.7
2024-10-04,Bílí Tygři Liberec,HC Škoda Plzeň,3,0,0.7,0.55,3.1,2.2,2.9,2.1,0.9,0.8,0.5
2024-10-04,Rytíři Kladno,Mountfield HK,2,1,0.2,0.65,1.0,3.3,3.4,3.0,-2.3,0.4,0.5
2024-10-05,HC Oceláři Třinec,HC Motor České Budějovice,2,2,0.9,0.35,3.9,2.1,2.4,3.1,1.8,-0.7,0.6
2024-10-05,Rytíři Kladno,HC Oceláři Třinec,6,2,0.35,0.9,1.1,2.6,3.9,2.1,-1.5,1.8,0.21428571428571427
2024-10-05,HC Škoda Plzeň,Mountfield HK,2,3,0.55,0.65,2.7,1.9,3.3,2.6,0.8,0.7,0.5909090909090909
2024-10-05,HC Motor České Budějovice,HC Kometa Brno,0,4,0.35,0.35,2.4,3.1,2.6,3.5,-0.7,-0.9,0.35
2024-10-05,BK Mladá Boleslav,HC Olomouc,3,3,0.4,0.2,2.5,3.0,2.1,3.2,-0.5,-1.1,0.65
2024-10-06,HC Oceláři Třinec,HC Sparta Praha,6,2,0.75,0.6,3.1,2.3,3.1,2.4,0.8,0.7,0.375
2024-10-06,HC Litvínov,HC Olomouc,5,2,0.25,0.25,2.0,3.7,2.2,3.0,-1.7,-0.8,0.25
2024-10-06,HC Litvínov,HC Dynamo Pardubice,4,3,0.25,0.6,2.0,3.7,3.7,2.9,-1.7,0.8,0.0
2024-10-06,HC Sparta Praha,HC Kometa Brno,4,2,0.6,0.45,3.1,2.4,2.8,3.0,0.7,-0.2,0.5
2024-10-06,HC Olomouc,HC Sparta Praha,2,2,0.25,0.6,2.2,3.0,3.1,2.4,-0.8,0.7,0.07142857142857142
2024-10-07,BK Mladá Boleslav,HC Olomouc,6,3,0.45,0.2,2.5,2.7,2.2,3.4,-0.2,-1.2,0.6363636363636364
2024-10-07,HC Oceláři Třinec,HC Energie Karlovy Vary,4,2,0.75,0.5,3.4,2.5,2.6,3.1,0.9,-0.5,0.7
2024-10-07,HC Motor České Budějovice,HC Škoda Plzeň,2,1,0.35,0.45,2.1,2.9,2.5,2.0,-0.8,0.5,0.2777777777777778
2024-10-07,HC Litvínov,Rytíři Kladno,5,7,0.35,0.35,2.5,3.4,1.5,2.7,-0.9,-1.2,0.375
2024-10-07,HC Vítkovice Ridera,HC Litvínov,2,1,0.65,0.35,3.9,3.3,2.5,3.4,0.6,-0.9,0.7777777777777778
2024-10-08,BK Mladá Boleslav,HC Dynamo Pardubice,2,3,0.55,0.5,2.9,2.6,3.6,3.1,0.3,0.5,0.1
2024-10-08,BK Mladá Boleslav,HC Vítkovice Ridera,3,8,0.55,0.65,2.9,2.6,3.7,3.2,0.3,0.5,0.3888888888888889
2024-10-08,HC Litvínov,HC Energie Karlovy Vary,1,1,0.25,0.4,2.5,3.6,2.3,3.1,-1.1,-0.8,0.4375
2024-10-08,BK Mladá Boleslav,HC Dynamo Pardubice,4,5,0.55,0.5,2.9,2.6,3.6,3.1,0.3,0.5,0.1
2024-10-08,HC Vítkovice Ridera,HC Sparta Praha,5,3,0.65,0.45,3.7,3.2,2.6,3.1,0.5,-0.5,0.36363636363636365
2024-10-09,Bílí Tygři Liberec,HC Oceláři Třinec,7,3,0.8,0.75,3.3,1.5,3.3,2.4,1.8,0.9,0.3181818181818182
2024-10-09,HC Energie Karlovy Vary,HC Litvínov,4,0,0.45,0.3,2.2,2.8,2.4,3.3,-0.6,-0.9,0.5555555555555556
2024-10-09,HC Sparta Praha,BK Mladá Boleslav,5,3,0.45,0.45,2.9,3.3,3.1,3.3,-0.4,-0.2,0.9
2024-10-09,Mountfield HK,HC Litvínov,6,2,0.75,0.3,3.5,2.6,2.4,3.3,0.9,-0.9,0.8333333333333334
2024-10-09,HC Dynamo Pardubice,HC Litvínov,2,2,0.6,0.3,3.4,2.8,2.4,3.3,0.6,-0.9,0.8
2024-10-09,HC Dynamo Pardubice,HC Škoda Plzeň,6,2,0.6,0.35,3.4,2.8,2.0,2.1,0.6,-0.1,1.0
2024-10-10,HC Energie Karlovy Vary,BK Mladá Boleslav,3,2,0.55,0.35,2.4,2.5,2.9,3.6,-0.1,-0.7,0.5416666666666666
2024-10-10,HC Energie Karlovy Vary,HC Sparta Praha,3,2,0.55,0.5,2.4,2.5,3.1,3.3,-0.1,-0.2,0.5
2024-10-10,HC Kometa Brno,HC Litvínov,5,2,0.4,0.35,2.7,3.1,2.5,3.3,-0.4,-0.8,0.9285714285714286
2024-10-10,HC Olomouc,BK Mladá Boleslav,0,1,0.2,0.35,2.2,3.5,2.9,3.6,-1.3,-0.7,0.3333333333333333
2024-10-10,HC Kometa Brno,HC Sparta Praha,2,2,0.4,0.5,2.7,3.1,3.1,3.3,-0.4,-0.2,0.4444444444444444
2024-10-10,HC Oceláři Třinec,HC Litvínov,5,0,0.65,0.35,3.4,3.0,2.5,3.3,0.4,-0.8,0.5714285714285714
2024-10-11,HC Litvínov,Bílí Tygři Liberec,1,0,0.3,0.8,2.2,3.7,3.4,1.4,-1.5,2.0,0.4444444444444444
2024-10-11,HC Motor České Budějovice,HC Kometa Brno,4,2,0.35,0.45,2.0,2.8,2.7,2.6,-0.8,0.1,0.3181818181818182
2024-10-11,HC Vítkovice Ridera,HC Sparta Praha,6,4,0.75,0.45,4.2,3.0,3.0,3.2,1.2,-0.2,0.4166666666666667
2024-10-11,BK Mladá Boleslav,HC Škoda Plzeň,2,3,0.25,0.25,2.7,3.8,1.8,2.5,-1.1,-0.7,0.5625
2024-10-11,Rytíři Kladno,HC Oceláři Třinec,2,5,0.35,0.7,1.9,3.0,3.6,2.7,-1.1,0.9,0.26666666666666666
2024-10-11,HC Litvínov,HC Vítkovice Ridera,1,2,0.3,0.75,2.2,3.7,4.2,3.0,-1.5,1.2,0.2
2024-10-12,HC Oceláři Třinec,HC Kometa Brno,3,5,0.7,0.45,3.7,2.8,2.8,2.7,0.9,0.1,0.85
2024-10-12,Mountfield HK,HC Energie Karlovy Vary,1,4,0.75,0.65,3.7,2.6,2.4,2.2,1.1,0.2,0.7142857142857143
2024-10-12,HC Kometa Brno,HC Škoda Plzeň,3,5,0.45,0.35,2.8,2.7,2.1,2.5,0.1,-0.4,0.5
2024-10-12,HC Kometa Brno,Mountfield HK,1,2,0.45,0.75,2.8,2.7,3.7,2.6,0.1,1.1,0.6428571428571429
2024-10-12,HC Oceláři Třinec,HC Olomouc,7,2,0.7,0.2,3.7,2.8,2.1,3.3,0.9,-1.2,0.5625
2024-10-12,Mountfield HK,HC Škoda Plzeň,3,2,0.75,0.35,3.7,2.6,2.1,2.5,1.1,-0.4,0.4583333333333333
2024-10-13,HC Vítkovice Ridera,HC Kometa Brno,3,1,0.95,0.4,4.4,2.6,2.8,2.8,1.8,0.0,0.5625
2024-10-13,HC Olomouc,HC Motor České Budějovice,4,1,0.2,0.45,2.1,3.6,2.0,2.5,-1.5,-0.5,0.55
2024-10-13,HC Kometa Brno,Rytíři Kladno,4,2,0.4,0.35,2.8,2.8,2.0,3.0,0.0,-1.0,0.6666666666666666
2024-10-13,HC Motor České Budějovice,Mountfield HK,2,1,0.45,0.8,2.0,2.5,3.4,2.1,-0.5,1.3,0.5
2024-10-13,HC Dynamo Pardubice,HC Sparta Praha,4,2,0.65,0.4,3.6,2.6,3.2,3.6,1.0,-0.4,0.5833333333333334
2024-10-13,BK Mladá Boleslav,HC Dynamo Pardubice,3,4,0.25,0.65,2.8,3.7,3.6,2.6,-0.9,1.0,0.07142857142857142
2024-10-14,HC Kometa Brno,BK Mladá Boleslav,2,2,0.45,0.25,2.9,2.7,2.9,3.7,0.2,-0.8,0.625
2024-10-14,HC Oceláři Třinec,HC Vítkovice Ridera,3,2,0.6,0.95,4.0,3.1,4.3,2.4,0.9,1.9,0.0
2024-10-14,HC Oceláři Třinec,Rytíři Kladno,3,2,0.6,0.35,4.0,3.1,2.2,3.3,0.9,-1.1,0.75
2024-10-14,HC Motor České Budějovice,HC Vítkovice Ridera,3,1,0.55,0.95,2.1,2.6,4.3,2.4,-0.5,1.9,0.75
2024-10-14,HC Energie Karlovy Vary,Bílí Tygři Liberec,4,1,0.75,0.7,2.6,1.9,3.2,1.5,0.7,1.7,0.125
2024-10-14,HC Energie Karlovy Vary,HC Dynamo Pardubice,8,6,0.75,0.75,2.6,1.9,3.8,2.5,0.7,1.3,0.75
2024-10-15,HC Dynamo Pardubice,BK Mladá Boleslav,4,1,0.65,0.25,3.6,3.0,2.8,3.6,0.6,-0.8,0.9375
2024-10-15,HC Kometa Brno,Mountfield HK,5,4,0.4,0.7,2.7,2.9,3.2,2.2,-0.2,1.0,0.5625
2024-10-15,Bílí Tygři Liberec,HC Dynamo Pardubice,6,5,0.6,0.65,2.8,1.8,3.6,3.0,1.0,0.6,0.55
2024-10-15,BK Mladá Boleslav,HC Vítkovice Ridera,2,2,0.25,0.75,2.8,3.6,3.7,2.6,-0.8,1.1,0.35
2024-10-15,HC Kometa Brno,HC Škoda Plzeň,3,2,0.4,0.45,2.7,2.9,2.4,2.5,-0.2,-0.1,0.4
2024-10-15,Rytíři Kladno,HC Olomouc,0,3,0.35,0.3,2.4,3.0,2.4,3.3,-0.6,-0.9,0.4
2024-10-16,HC Dynamo Pardubice,HC Olomouc,5,3,0.65,0.4,4.2,3.4,2.5,3.0,0.8,-0.5,0.5
2024-10-16,HC Energie Karlovy Vary,HC Litvínov,6,2,0.75,0.2,3.4,2.4,1.5,3.4,1.0,-1.9,0.6
2024-10-16,Rytíři Kladno,HC Kometa Brno,4,2,0.35,0.5,2.3,2.9,2.8,2.9,-0.6,-0.1,0.2857142857142857
2024-10-16,HC Litvínov,HC Dynamo Pardubice,2,1,0.2,0.65,1.5,3.4,4.2,3.4,-1.9,0.8,0.25
2024-10-16,HC Dynamo Pardubice,HC Sparta Praha,6,5,0.65,0.3,4.2,3.4,3.0,3.8,0.8,-0.8,0.6428571428571429
2024-10-16,Rytíři Kladno,HC Vítkovice Ridera,2,3,0.35,0.75,2.3,2.9,3.6,2.5,-0.6,1.1,0.25
2024-10-17,HC Olomouc,HC Dynamo Pardubice,0,4,0.4,0.65,2.5,3.1,4.3,3.4,-0.6,0.9,0.3333333333333333
2024-10-17,BK Mladá Boleslav,HC Sparta Praha,2,3,0.2,0.3,2.3,3.6,3.1,3.9,-1.3,-0.8,0.09090909090909091
2024-10-17,HC Škoda Plzeň,BK Mladá Boleslav,4,3,0.35,0.2,2.3,2.8,2.3,3.6,-0.5,-1.3,0.5
2024-10-17,HC Litvínov,HC Motor České Budějovice,0,4,0.3,0.65,1.3,3.2,2.1,2.1,-1.9,0.0,0.5625
2024-10-17,Mountfield HK,HC Motor České Budějovice,1,1,0.6,0.65,3.2,2.5,2.1,2.1,0.7,0.0,0.4375
2024-10-17,HC Škoda Plzeň,HC Energie Karlovy Vary,2,2,0.35,0.75,2.3,2.8,3.6,2.3,-0.5,1.3,0.5
2024-10-18,HC Sparta Praha,BK Mladá Boleslav,3,4,0.4,0.2,3.2,3.5,2.1,3.0,-0.3,-0.9,0.9166666666666666
2024-10-18,Bílí Tygři Liberec,HC Kometa Brno,7,3,0.6,0.45,3.3,2.3,2.8,3.1,1.0,-0.3,0.6875
2024-10-18,HC Vítkovice Ridera,HC Energie Karlovy Vary,2,7,0.75,0.8,3.4,2.3,3.7,2.1,1.1,1.6,1.0
2024-10-18,HC Vítkovice Ridera,HC Oceláři Třinec,4,4,0.75,0.7,3.4,2.3,4.1,3.0,1.1,1.1,0.6666666666666666
2024-10-18,HC Vítkovice Ridera,HC Sparta Praha,4,3,0.75,0.4,3.4,2.3,3.2,3.5,1.1,-0.3,0.46153846153846156
2024-10-18,HC Litvínov,HC Kometa Brno,4,1,0.25,0.45,1.2,3.5,2.8,3.1,-2.3,-0.3,0.0625
2024-10-19,Bílí Tygři Liberec,HC Sparta Praha,1,0,0.7,0.25,3.9,2.4,3.2,3.9,1.5,-0.7,0.3333333333333333
2024-10-19,HC Kometa Brno,HC Sparta Praha,7,5,0.35,0.25,2.5,3.5,3.2,3.9,-1.0,-0.7,0.45
2024-10-19,HC Škoda Plzeň,HC Vítkovice Ridera,4,6,0.35,0.6,2.3,3.0,2.9,3.0,-0.7,-0.1,0.5
2024-10-19,Bílí Tygři Liberec,HC Škoda Plzeň,2,1,0.7,0.35,3.9,2.4,2.3,3.0,1.5,-0.7,0.5714285714285714
2024-10-19,HC Litvínov,HC Motor České Budějovice,7,2,0.35,0.65,1.6,3.2,2.1,1.8,-1.6,0.3,0.5
2024-10-19,HC Vítkovice Ridera,HC Sparta Praha,3,1,0.6,0.25,2.9,3.0,3.2,3.9,-0.1,-0.7,0.5
